ID,Name,Nonprofit_Commercial,Description
255,Makerbar,N,"Our Mission: 

Our mission is to foster a creative learning environment that provides access to tools, teachers, and equipment, allowing individuals to invent, make, hack, learn, new skills and create new friendships within the community. 

A Hackerspace (also referred to as a hacklab, or makerspace) is a community-operated, ""Not For Profit"" (501c3), workspace where people with common interests, often in electronics, machining, technology, science, digital art or electronic art, can meet,socialize and collaborate.  

MakerBar has members who enjoy computer technology and science, some members also enjoy art sculpting and chocolate making. Our differences and interests are wide and varied. We provide a safe place to learn from others in the community, to share knowledge, and help each others achieve our individual or team goals. MakerBar is as unique as it's members, each from a variety of backgrounds and interests. "
256,MakerFX,N,"MakerFX Makerspace is a community makerspace in South Orlando. We welcome makers of all types, from crafters to artists to robotics builders. Whatever you like to make, you'll find a welcoming community that can help you learn, and wants to learn from you. We are active in the local community and you'll often find MakerFX members showing off what they make at events, volunteering with community projects, partnering with organizations like Boys & Girls Clubs of Central Florida, and much, much more. We also like to work collaboratively with other Orlando Makerspaces such as FamiLAB, and Factur. "
262,Makers' Alliance,N,"The Makers’ Alliance is a 501(c)3 nonprofit founded in 2009 with the mission of helping the Makers of Greater Cleveland in their various endeavors. We provide a physical space, access to tools and resources, and shared knowledge for people with interests in science, technology and art. "
264,Makers Local 256,N,"Do you like to Tinker? Does your concept of “Hacking” reach beyond just software? You might be part of a burgeoning movement of Makers. Part gear-head, inventor, techie, and artist with a dash of mad scientist. Makers tend to like to get their hands dirty and fabricate projects rather than shelling out the big bucks for the store bought equivalent. We resent being engineered out of the design process. We thrive on figuring out how things work and piecing together disparate technologies into something new . . . making it our own. 

  

If this sounds like you, we would love to hear from you. We strive to be an open door community bent on conspiring with creative, hands-on people. We are actively growing and looking for bright ideas as we mature as an organization. Get in early and help as we build the groundwork for what should be a Huntsville institution for years to come. We guarantee you could make a difference and maybe find a family and a home.  

We don’t know the future, but we know our dreams and we know our hearts. We have wide eyes and open minds. We see Huntsville as an environment disproportionately advantaged for some serious synergy. There are few places outside of this area which have a more fertile concentration of the “right stuff” required to make this epic. When our environment is combined with a larger perceived shift in our societal relationship with technology, thrift, DIY, repurposing, green tech and community involvement . . . well, that is the making of a movement. In the broadest strokes we see a community hangout and fab shop where projects are likely to be developing at any hour of the day, classes taught to the public encouraging people to break the seal and void the warranty, learn to solder or learn to code, banks of computers doing our bidding and cool tools and toys in every direction; welding, woodshop, servers, switches, coils, machining, molding, pulleys, pendulums, silkscreen . . . steam-punk fire-breathing robots. Ultimately, we are just searching for a way to “make” life . . . ours. "
271,MakerSpace Urbana,N,"Makerspace Urbana, a working group of the Urbana-Champaign Independent Media Center, is dedicated to enabling the blend of arts, humanities, science and technology. Our mission is to provide an open community lab where people of diverse backgrounds can learn, teach, tinker, collaborate, share, innovate, socialize, and create. "
277,Manchester Makerspace,N,"Learn, Make, Teach – Make what you love, share what you've learned. 

Make something great at Manchester Makerspace 

At Manchester Makerspace, our goal is to deliver quality access to shared space, tools, and mentoring for the benefit of the community here in Manchester, New Hampshire. We strive to support Manchester’s local makers, teachers, students entrepreneurs, and artists of all ages. 

We support our community by lowering barriers of access for those with a will to learn and a desire to make something themselves! "
278,MASS Collective,N,"AN INCLUSIVE MAKERSPACE 

MASS COLLECTIVE PROVIDES AFFORDABLE ACCESS TO TOOLS, TECHNOLOGIES, AND TEACHERS IN A VARIETY OF DISCIPLINES.  

Through our apprenticeship program we subsidize memberships and offer hands-on training and real-world experience in manufacturing and prototyping.  

Through our education program we recruit experts to share their experience, craft, and knowledge with anyone interested in expanding their skills or business.  

Through our membership program we provide makers of all different skill sets with access to the tools, knowledge, and training to improve their craft.  

We utilize production services to subsidize equipment and training that would otherwise be prohibitively expensive for individuals or small businesses to invest in. 

We formed MASS Collective in 2012 to fill a specific gap for artists, makers, and artisans in Atlanta. Our small group of scrappy and resourceful founding members dreamed of a professional, functional workshop accessible to anyone. 

We are dedicated to lowering the barrier of entry to manufacturing equipment and design resources. We strive to provide a cutting-edge, safe, and collaborative space for makers, projects, and concepts to evolve. "
279,Maui Makers,N,"Maui Makers is a non-profit community space that gives you access to the tools, training, and community you’ll need to feel comfortable making just about anything. Memberships are now open to everyone, so join us today! 

LEARN 

Join us for constructive learning in an environment that values initiative and individual style. 

JOIN 

Get out of your hobbit hole. Share your skills with others. Learn from others. 

CREATE 

Imagine it, design it, make it real! We provide the tools and community to make your dreams come to life. 

Maui Makers values individual initiative and individual style. We are radically inclusive and open to all. You don’t need any special skills (although we bet you have some) to join, just enthusiasm and a desire to actively participate in this grand experiment to reinvent your world. 

We make anything, from anything. We embrace the idea that is a fundamental human need and that everyone is a maker. It’s not just about the high tech stuff like 3d-printing (although we enjoy that), it’s about unleashing your individual creative to solve problems and make the world a better place. To help you do this, we strive to create a local ecosystem that provides you with the tools, space, shared knowledge and community. 

Our Mission. Maui Makers facilitates innovation and creativity by providing tools, experience, and mentoring, for project-based learning. We offer a Makerspace – a physical location where people gather to create, invent, and learn with our shared resources. We provide interesting and exciting classes, workspaces, technical assistance, encouragement, and direction. We serve our members by helping them achieve goals by advancing skills and entrepreneurship. "
281,Melbourne Makerspace,N,"Mission 

Provide the general public with the required elements necessary to create their own projects using their own materials and knowledge. 

We do offer free educational classes to anyone free of charge. Membership is not required to attend classes.  

There are facilities to create a viable community and work environment for those who enjoy working on various types of projects. These projects may range from electronics, arts, engineering, software coding, fabrication, food related, beer brewing, crafting, 3D printing and lasering just to name a few. Creating and modifying items to generate a new or better form is our passion. 

Description 

A Makerspace, a place where people make things, also referred to as a Hackerspace, is a laboratory of sorts for people in the community who are interested in designing things, learning new stuff, and generally being creative! 

Makerspaces have a set of community-owned tools to share. Our space offers machine shop tools, woodworking tools, electronics equipment, and other fabrication devices. 

We host classes and events to help encourage people to learn and create. Many members join with the intention to work on individual projects and find that the members are able to share their insight on a variety of subjects and tools that otherwise would be out of reach to a typical hobbyist. 

It’s a great chance to meet other people who share an interest in making while expanding your own skills.. "
287,Mid-South Makers,N,"Our vision for what we want our Hackerspace to be is a community operated hackerspace to support member projects, and to provide a member accessible workshop.  

Midsouth Makers aims to sustain the first ever hackerspace within the greater Memphis area.  The goal of this hackerspace is bring in builders, tinkers, artists, makers, and doers together under one roof to form a makerspace.  By bringing together these people a common place can be established to meet and discuss ideas, explore various technical endeavors, and communicate these thoughts with individuals from various backgrounds.  Ultimately we seek to further our knowledge as individuals and as a group by learning what we can from each other. 

Our Makerspace Goals 

Everyone has their own goals for the group, but these seem to be the recurring ones: 

Find people who like to create things, share ideas, and collaborate. 

Work on individual and group projects. 

Educate and inform others who would like to know how to do some of these kinds of projects. "
289,Milwaukee Makerspace,N,"Milwaukee Makerspace, at its heart, is a place for people who like to build, invent, tinker and/or learn new skills and expand their minds. We have a wide range of skill sets in our membership and you’re likely to find someone who can talk about most any technical concept with you in a meaningful way. We are a physical space where you can come, 24/7 as a member, and have access to wide array of equipment you are not very likely to have at home. Plus, there are folks around the space that can give you tips and pointers on operating that equipment effectively. We will train you to use the equipment, and ask that you do the same for others. 

We aim to foster a community of makers by providing an environment in terms of people, equipment and space that supports the creative process and personal growth. Modern software, the Internet and economies of scale have all come together to allow ordinary people with a little bit of know-how to begin blurring the lines between manufacturer and consumer. With some effort and the help of a growing community of makers it is possible for a lone individual to make things of amazing quality and functionality. Makerspaces that act as hubs for the maker community are popping up all over the world. We may be on the verge of the ‘Age of the Amateur’, as one blogger put it. 

In our space you’ll find people into electronics, robots, wood working, embedded software, metal working (including welding, forging and casting) music, art, video, pottery, electric cars, sewing, textiles, printing and much more. We’ve found that having such people pursuing their interests in close proximity to one another leads to a lot of productively, personal satisfaction and some amazing collaborative projects. We hope you’ll come be a part it. 

If you think you might like to join the Milwaukee Makerspace, you should come to one of our free and open-to-the public meetings (Some Tuesdays at 7PM). Please check our calendar for locations and details. Check us out. Try us out. Bring a project you could use a little advice on. See if the vibe feels right to you. In the process you’re likely to make a couple of friends who’d be willing to sponsor you as a member. With the sponsorships you can pay your first month’s dues and get access to the space. Why the sponsorship business? We need to make sure that we protect the safe and supportive environment that we’ve cultivated. To that end, we want to make sure that a couple members know you before you join. So, the free and open-to-the-public night not only gives you a chance to get to know us, but also give us a chance to get to know you. "
292,Mobile MakerSpace,N,"Who are we? We’re a group of hobbyists who work with everything from electronics to woodworking, and are interested in everything from cooking to quantum physics. Our members are computer geeks, engineers, artists, students, and everything in between. 

Who are makers? You, me, anyone and everyone. A maker is a person who has a passion for learning, experimentation, tinkering, and teaching. Do you find yourself taking things apart to see how they work? Do you tend to try to fix things instead of buying new? Do you ever spend an afternoon daydreaming about an invention or an idea? If you answer yes to any of these, then you are a maker! 

What do we do? We work on projects at the space. We have monthly meetings to discuss our passion for making. We share project ideas and collaborate together. 

 "
304,NESIT,N,"NESIT Inc. is a 501(c)3 non-profit that operates the NESIT Makerspace in Meriden, CT. We offer a collaborative environment for people of all kinds to come together and build things. In addition to the running the NESIT Makerspace itself NESIT Inc. fosters creativity in the community with the Meriden public library, Boys and Girls Club, New Haven Green Expo, and other public institutions and events. "
309,NoiseBridge,N,"Noisebridge is a fun space for sharing, creation, collaboration, research, development, mentoring, and of course, learning. Noisebridge is a physical space open and welcoming to all, providing infrastructure and collaboration opportunities for anyone interested in programming, hardware, crafts, science, robotics, art, and technology. We teach, we learn, we share. With no leaders, we have one rule: ""Be excellent to each other"". 

Noisebridge is a creative technology community for excellent, do-ocratic, consensus-based collaboration.  

Excellence: Be excellent to each other is the guiding principle of Noisebridge. Wikipedia uses a somewhat similar rule, which they call ""the fundamental rule of all social spaces. Every other policy for getting along is a special case of it."" Unlike Wikipedia, Noisebridge takes a positive approach, and avoids the practice of officially enumerating the myriad potential special cases; ""be excellent"" is enough. 

Do-ocracy: Doing excellent stuff at Noisebridge does not require permission or an official consensus decision. If you're uncertain about the excellence of something you want to do, you should ask someone else what they think. 

Consensus: We make official Noisebridge decisions by consensus, which means the willing consent of all of our members. Decisions are typically made at our weekly meetings or via our online management venues, and items proposed for consensus are announced at least a week in advance to give everyone time to hear about them. Conceivably, members could block by proxy if they are unable to attend or if they wish to block anonymously. 

Noisebridge is an educational non-profit corporation, 501(c)3 public charity status. 

We provide infrastructure and collaboration opportunities for people interested in programming, hardware hacking, physics, chemistry, mathematics, security, robotics, all kinds of art, and, of course, technology. Through talks, workshops, and projects we encourage knowledge exchange, learning, and mentoring. 

As a space for artistic collaboration and experimentation, we are open to most types of art - with a special emphasis on the crossover of art and technology. From hardware labs to electronics and sound labs, most things that're creative are most definitely welcome. 

Many interesting things happen in the space. We've found that sharing is essential to making this work. We strive to begin from a point of respect and trust. We believe it builds a safe community and that this best fosters innovation and creation. Our motto is ""Be excellent to each other."" We also have writings on community standards and an anti-harassment policy which covers all conduct in the physical space and in our online spaces.  

Leadership is taken by individual members for specific projects. We call this ""sudo leadership"" after the *nix command sudo which allows a regular user to do one root-level, or superuser, task. In other words, if you want Noisebridge to do something, start doing it. 

Here's some paraphrasing from our bylaws: Through talks, classes, workshops, collaborative projects, and other activities, we want to encourage research, knowledge exchange, learning, and mentoring in a safe, clean space. We provide educational spaces for teaching practical skills and theory of technology, science, and art. We provide work space, storage, and other resources for projects related to art, science, and technology that will benefit the individual members' personal growth in their fields of interest, encouraging the individual members to share their projects and knowledge for the betterment of society through art, science and technology. We create, learn, and teach, individually and as a group, inviting members of the community in the San Francisco Bay area and the world. We develop, support the development of, and provide resources for the development of free and open source software and hardware for the benefit of society. We promote collaboration across disciplines for the benefit of cultural, charitable, and scientific causes. "
312,NOVA Labs,N,"Our makerspace is a home to a vibrant maker community, where members learn, create, and collaborate. We offer access to resources, tools, advanced machining, and technology equipment to craft, make, prototype, and fabricate. 

It is the ultimate workspace for hobbyists, tinkerers, engineers, artisans, and entrepreneurs. "
551,The Maker Barn,N,"The MakerBarn is a member-driven family-friendly makerspace that exists to provide a place for our members to envision, design, and realize creative projects. 

We are dedicated to building a creative maker community among our membership and the community at large. 

The MakerBarn began as a dream and a desire to share the “making” spirit with others. Our humble beginnings started with an old barn, a small team of dedicated volunteers, and a lot of sweat-equity working through a hot, Texas summer. 

It took over a year of planning, clean-out, and construction to make the MakerBarn a reality. “If you build it, they will come.” In June 2016, The MakerBarn opened, people came, they saw the value, and membership started to grow. 

We are a 501c3 organization with approximately 210 members. Our makerspace is run completely by our volunteer members. We learn from each other and enjoy sharing our knowledge with others. "
321,OlyMEGA,N,"OlyMEGA (Olympia Makers, Engineers, Geeks and Artists) is a nonprofit (501c3) Makerspace located in Olympia, WA. We are dedicated to fostering creativity, collaboration, and education.  

The mission of OlyMEGA is to create an open maker community in the Olympia/Thurston County. 

Members are encouraged to share their knowledge, learn from others, and create from what they learn. "
322,Omaha Maker Group,N,"The Omaha Maker Group is a public charity as defined by the IRS tax code, 501(c)3. We exist to facilitate a place where people can explore Technology, Science and Art. We operate a community workshop in Omaha, Nebraska and have weekly open shop nights and bi-weekly meetings where people can collaborate, share resources, create, and learn together. We are Omaha’s original Makerspace. 

If you’re an inventor, artist, scientist, student, educator, hacker, maker, hobbyist, or just curious about how things work, you’ve come to the right place. 

Unleash Your Creativity with Our Cooperatively-Funded Makerspace! 

At our makerspace, we believe in the power of collaboration and creativity. Join our vibrant community of hobbyists from all walks of life and gain access to a fully-equipped studio where you can build, create, and invent to your heart’s content. With every donation and membership fee, you contribute directly to keeping our makerspace up and running for all members. From 3D-printing to laser cutting, sewing to welding, woodworking to electronics – we have the tools and resources you need for any project or passion. Don’t let your creativity be limited by space or lack of equipment – join us today! "
330,PaxSpace,N,"PaxSpace Inc. is a 501(c)(3) non-profit, member-operated makerspace, where people can meet and work on their project. We offer workspaces, equipment, and tools for use by members to pursue projected related to science, technology, arts, culture, crafts, hobbies, and entrepreneurial pursuits. PaxSpace hopes to inspire lifelong learning and innovation while also strengthening our local community. 

Paxspace has a history of reaching out to our community through the Paxspace Kids program, Crab Pot entrepreneurial competition, Science Fair Mentoring, Patuxent Partnership, Patuxent Naval Air Museum and others. We’re proud of our member’s small business endeavors in fields ranging from long endurance unmanned aircraft systems to jewelry, soap and guitars. We are ten years young and looking forward to the next decade. 

To maximize the impact of our efforts, we seek to collaborate with other non-profit organizations which fall under the 501(c)(3) section of the Internal Revenue Code and are operated exclusively for educational and charitable purposes. 

Our goal is to find 50-60 like-minded inventors, builders, and hobbyist that would like a common space with fellow individuals with similar interests and the tools and equipment needed to perform that activity. "
331,PDX Hackerspace,N,"PDX Hackerspace is a 501(c)(3) non-profit organization promoting and encouraging technical, scientific and artistic skills through individual projects, social collaboration and education. We are located at 7608 N Interstate Avenue in Portland, Oregon and serve as a local community hub as well as a thriving online community with roots extending around the world. 

Our organization provides two unique, very deep universal needs. Two needs that have been way too scarce for way too long. Community and Creative Expression. We evolved as a species on the planet to survive in a sometimes hostile environment, and have done so by supporting each other in community. We need community. One of the things we did in community was get together to make and share useful tools. And just because we, as a species, might be able to now buy the things we need doesn’t mean we don’t also need to create. We have a deep inner drive to create. It’s who we are. 

WHAT WE DO 

The essence of hacking is to take something, improve it, then share it with the rest of the world. Our Hackerspace fosters supportive community where individuals teach because they love teaching and learn because they love learning; All geared towards enabling individuals to live the lives they want to live. 

We exist for a couple really important reasons. One is that real education happens at Hackerspaces. As education bureaucracies around the world continue to sometimes fail us, Hackerspaces will continue to fill in more of the void, where people teach because they love teaching and where people learn because they love learning. And secondly, local economies grow at Hackerspaces. Hackerspaces provide supportive community for exploring and doing what you love. And if you do what you love, chances are really good other people are going to love it too, and in a capitalist society, if people love what you do, people will pay you to do it. Many companies have grown this way, so if your company grows and you need help, you can hire from the local community! This creates local economy that works for everyone. The future of economies everywhere is creative and Hackerspaces are a fantastic place to explore your creativity. "
334,Philadelphia Woodworks,C,"Philadelphia's Premier Woodworking Club with Classes, 1-on-1 Lessons, Membership and More! 

We have tons of options for kids including Summer Camps, After School Programs and 1-on-1 Private Lessons. Just imagine how proud your child will feel building something with their hands! 

Have a project you've always wanted to build but need help getting it off the ground? Work with our pro's 1-on-1 in Private Instruction! Perfect for non-members to get involved!! "
337,Pikes Peak Makerspace,N,"Walk in with an idea, walk out with it in your hand! 

Welcome to Pikes Peak Makerspace 

We are a membership based, non-profit organization, that provides equipment and classes to empower our makers, skilled or novice, to turn their passionate ideas into physical things. Whatever project you have in mind, you can make it here! 

Our Mission 

Pikes Peak Makerspace is a community of cooperative hobbyists and early-stage entrepreneurs that empowers members to turn ideas into reality. We strive to provide access to tools and resources to confidently and safely design, develop, and make. We are super friendly, helpful, and love to meet people from all backgrounds and levels of making experience! "
338,Port City Makerspace,N,"Port City Makerspace is a welcoming and inclusive community workshop that provides tools, knowledge, and a collaborative culture to encourage the artist and maker in everyone. There is an open atmosphere of collaboration and sharing at the shop, making it easy for new makers to become a part of the space and start learning right away. We provide the tooling and education to bring your imagination to life! 

Established in 2012 and incorporated as a 501c3 organization in 2014, we serve the greater New Hampshire seacoast community as a center of craft, education and cooperation.  We build relationships with local enthusiasts, artists, educators and students and provide them with a venue and the resources they need to pursue their personal and organizational goals. 

Port City Makerspace provides unique value to each member and guest, determined by the needs, goals, and skills they carry with them to our door. Our organization can be a creative outlet for all people – the curious individual, the hobbyist, the artist, and the inventor. 

We have shop spaces dedicated to wood-working, metal-working, automotive and bicycles, textiles, CNC routers, electronics and 3D printing, and a classroom space which can be used for many more types of projects. Anyone can become a member regardless of experience! 

We are a New Hampshire 501(C)(3) Non-profit Organization. In this environment members work both independently and collaboratively to research ideas, develop projects and put their heads and hands to good use.  "
343,Pumping Station: One,N,"We are... A makerspace, A community workshop, A 501c3 Non-Profit Organization, 100% Volunteer Organization, Enthusiastically open-ended and open-minded, Education & Interest Group Focused 

A place where people with an interest in arts, manufacturing, computing and technology can gather to work on projects while sharing ideas, equipment, and knowledge 

Pumping Station: One is a community of hackers and makers that work together to become greater than the sum of their parts. 

We have 2 primary rules: Be excellent to each other, and JFDI, Just Fucking Do It. In a community of over 300 members where we are run entirely on other hackers choosing to sacrifice time and energy on the continued growth and awesomeness of the organization, we occasionally have to clarify what it means to be excellent through policies that are democratically voted on by the Full Membership. Once being excellent has been satisfied: JFDI remains. There is no need to ask permission to hack the space or change it some way, within reason. 

Member Driven 

Pumping Station: One has no employees, only members. 

The majority of our large equipment is purchased via votes proposed by members who hold no title or position at PS:One. The money for these purchases comes exclusively from membership dues. Our organization is fully self supporting. Policies, and member agreements on what Be excellent to each other means are voted on by the membership. There is a Board of Directors. Most of the Board's decision making power is not special, it is member decision making power being applied. Members become board members because they get things done in the organization, and not the other way around. We actively encourage all members to tackle problems - very few issues can be dealt with exclusively by members of the board. 

Volunteer Driven 

Pumping Station: One has no employees. No one has any obligations other than Be excellent to each other. Those who do things, do things because they want to, and are free to stop or change doing the things at any time. This does mean that some tasks fall by the wayside. It also means that any member is free to pick them up and carry them out. We actively encourage people to stop volunteering once it is not longer fun or fulfilling. This is to prevent burnout. Excellent people have a tendency to stay excellent if given the freedom to choose his or her area of excellence. "
547,Makerlab,N,"Innovate and unleash your creativity with powerful tools and a community of fellow makers! 

The Makerlab is a community-led makerspace in Southwest Colorado dedicated to providing a collaborative workspace, tools, equipment and resources to makers and artists in the area. We have a metal shop, woodworking lab, laser lab, textile lab, 3D printing lab, electronics lab, classroom space, and tons of workspace. 

The MakerLab is made possible by all our awesome members. We strive to be as inclusive as possible in our membership - if you feel you have a unique situation which is not covered by the options below please contact us and we will be glad to answer any questions and try to work with you! "
345,Quelab,N,"Quelab is Albuquerque’s hackerspace.  Our mission is to foster and sustain an environment that promotes creativity, invention, and collaboration at the intersections of science, culture, art, and technology. We support people inventing, learning, tinkering, and conducting citizen science. 

We host open house ""hacknight"" every Wednesday 7:00 p.m. to 9:00 p.m. where we open our doors to the public for tours.  Come tour our 10,000 sq ft of tools and equipment and learn how you can become a member of our vibrant maker community and get 24/7 access. 

Join your fellow tinkerers, makers, and doers of things. Come find community and your secret lair at Quelab! "
348,Red Mountain Makers,N,"Our Mission is to provide a collaborative environment that promotes discovery, creativity, and exploration of STEAM (Science, Technology, Engineering, Art, & Mathematics) 

Red Mountain Makers is part of an ad-hoc bhamsupport group organizing distributed manufacturing of 3D printed and CNC-cut face shields to help meet medical equipment shortfalls in the Birmingham metro area and across Alabama.  The prototype design is currently being checked against medical specs. 

""A Makerspace is a collaborative work space for making, learning, exploring and sharing that uses high-tech to no-tech tools.  These spaces are open to kids, adults, and entrepreneurs and have a variety of maker equipment including 3D printers, laser cutters, CNC machines, soldering irons, and even sewing machines. "" "
350,Reforge Charleston,N,"Reforge Charleston is an education based non-profit makerspace based in Charleston, SC. We provide a facility for people to utilize tools and equipment, teach classes for the general public and hold events for Science, Technology, Engineering, Art and Mathematics (STEAM) awareness. 

A Makerspace is a community workshop giving people introduction, education and access to machines, materials, and methods to make all kinds of things. It is an environment for exploring the edges of creativity through mediums such as technology. If you are a DIY enthusiast, model maker, engineer, crafts person, hobbyist, artist, or inventor, we invite you to come for a tour. 

DESIGN, CREATE, INNOVATE. 

Charleston’s home for creators, designers, innovators, makers and doers. 

LEARN 

We provide a wide range of classes covering everything from sewing to ardunio programming. 

WORK 

As a member you have access to a variety of tools such as Laser cutters, 3D printers and CNCs. It is the perfect place to complete any project. 

COLLABORATE 

Our members have a plethora of knowledge and experience. If you want to pick up a skill or learn something new, Reforge is the place to go. "
356,River City Labs,N,"We are a community of makers, hackers, tinkerers, and creators who share a physical space, tools, and thoughts. 

Our members pay monthly dues that go towards paying rent and maintaining the machines, in return they get access to the makerspace, its tools, and its resources whenever they need it. Tool availability is on a first-come, first-serve basis. Members also get access to our very active, private chat community, where the majority of our ideation and discussions take place. We also host several events throughout the year, our biggest being Midwest Makerfest, part of Ignite Peoria. 

501(c)(3) Non-Profit Organization 

River City Labs is a registered non-profit organization with the state of Illinois and the federal government, and have all the benefits that brings (tax write-offs for any donation *wink*). 

Volunteer Run 

No one at River City Labs gets paid. It functions completely off of our members' and officers' volunteered time and effort. We wouldn't be here if it weren't for our volunteers' dedication. 

Our members have 24x7 access to a large suite of expensive tooling that allows them to bring their ideas into reality. "
358,Robot Garden,N,"We are a makerspace, a hobbyist friendly community workspace, that provides access to tools in a community of interesting people building amazing things. 

As pandemic restrictions lift, Robot Garden is rebuilding its level of community among makers, educators, startups, students and hobbyists. 

Robot Garden may be the world’s first robot-themed maker space. With classes, workshops and community “fix-it clinics”, they’re introducing the next generation of creators to the skills needed for a future job market. "
359,Rockford Makerspace,N,"You personally may not have an enormous workshop filled with amazing tools…but now you do! 

Rockford MakerSpace is a 501(c)(3) non-profit community workshop and laboratory. The space provides an environment for tinkerers, artists, engineers, designers, machinists, hobbyists, programmers, makers, and thinkers to collaborate and have access to tools and learning opportunities to pursue their interests. 

Our model is non-profit, designed to get more people involved in making things together. Guests are welcome to use the space and many tools for free, as long as a hosting member is present. No pressure to join, ever. That said, there are advantages to membership! Rockford MakerSpace members pay affordable monthly membership dues and receive 24/7 access. We’re member-run... we’re not only building stuff, we’re also building a makerspace and community!  

Feedback and ideas are always welcome, although we’ll warn you, we might just congratulate you on your great idea and ask when you plan on getting started! 

The space is for… 

…tinkerers and builders who would love to have a shop at home, but for lack of space can’t set something up in the apartment, condo, etc., where they live. 

…inventors, entrepreneurs, and start-ups who need to develop and prototype their ideas. 

…artists who need access to specialized equipment and instruction on how to build their vision. 

…educators who want to learn about and incorporate STEAM (Science Technology Engineering Arts and Math) into their curriculum. 

…small businesses that need access to equipment for new product development or other occasional needs. 

…retirees looking for a place to take their hobby to the next level — or looking for a new hobby. 

…those who want to learn about and explore the intersection of technology, manufacturing, and the arts. 

…hobbyists to learn from and collaborate with others who have similar interests (robotics, model building, electronics, automation, woodworking… any creative pursuit). 

…individuals interested in learning new technical and manufacturing skills to make themselves more marketable in today’s job market. 

Benefits to the community 

Get people interested and active in manufacturing and technology careers 

Provide tools to tinkerers of all ages to which they might not normally have access 

Provide the tools and skills to anyone who wants to make sophisticated and neat things 

Facilitate development of products that could develop into new companies in our region 

Provide a collaborative environment to train for sought-after workplace skills "
360,Rogue Hack Lab,N,"Rogue Hack Lab is is a community of makers with roots extending throughout Southern Oregon and around the world. Join us to share, create, collaborate, research, develop, mentor, cross-pollinate, play, and of course, learn. "
361,Root Access Hackerspace,N,"A community workspace for anyone interested in art. 

Our space is filled with the tools and equipment you need to bring your projects to life, and our community is filled with people that will make you feel like you belong. 

For the community. By the community. 

Root Access was founded in June 2017 with the goal of filling the gaps in Fresno's technology scene by building a community space for coders, engineers, hobbyists, and other technology makers to learn, explore, and share. Within three days, having told only a handful of friends, over $15,000 was raised to help get the space off the ground. A week later, over 50 people attended a community meeting where the space was announced. 

On Linux and other Unix-based computer operating systems, the root user is the account that has access to all commands and files. Having root access means you can do anything on that system. ""You can do anything"" is the embodiment of our space. 

Our logo is based on a pattern in Conway's Game of Life, called a glider. We wanted to be a place where the community can learn, explore, and share — all we needed to do was to connect the dots. "
364,SBHX,N,"Be inspired, bring your ideas, lend a hand. We provide the space, tools and knowledge to help you fullfil your vision. 

THINK IT 

Collaborate with our diverse community of hackers, makers, engineers, and artists of all skill levels. 

BUILD IT 

We are equipped with laser cutters, CNC machines, 3D printers, chemistry, and electronics labs, a machine shop, and even a scanning electron microscope. 

BREAK IT 

Utilize our tools and community to build a better understanding of how things work by reverse engineering and voiding warranties. 

The Santa Barbara Hackerspace was founded in August of 2010 by Steve Phillips and Mike ""Swiss"" Bales. The goal was to build a space to allow the community to access tools and especially space, a real commodity in Santa Barbara. Our first meetings were held at Swiss' garage and quickly grew. Six months later we rented our first official space, 400 square feet of awesome. We grew from 12 members to over 20 and quickly ran out of space. A year later we upgraded to a new office, 2000 square feet and within a year managed to fill it with tools and added an additional 2000 square feet. By this time we had 40 plus members, a respectable collection of tools and equipment, and offices for co-workers. Today we have a 4000 square foot shop, with a machine shop, electronics room, co-worker offices, classroom, an awesome membership of 50+, and an amazing team of volunteers to keep things running. "
367,Sector67,N,"Sector67 is a non-profit collaborative space in Madison, WI dedicated to providing an environment to learn, teach, work-on, build, and create next generation technology; including software, hardware, electronics, art, sewing, metalwork, apps, games, etc. Sector67 is a Community Workspace / Hackerspace / Makerspace / Collaborative Environment in Madison, WI dedicated to providing members the opportunity to work on tomorrow’s technology; to build, collaborate, learn, and teach about next generation devices. 

Artist? Engineer? Programmer? Sculpter? Tinkerer? Hobbyist? RC Enthusiast? Maker? Builder? Prototyper? Business Person? Thinker? Visionary? Entertainer? Designer? Writer? Hacker? – We’d like to give you a place to work and discover new ideas. "
370,SLO MakerSpace,N,"We have created SLO MakerSpace in order to foster a feeling of can-do connectedness grounded in the ideals of recycling and renewal. At SLO MakerSpace you will find a variety of tools and working spaces, some new and some refurbished. As a community space, we are always open to discussing donations and often get new tools and as a member, it is your job to stay up to date with the tools and safety rules in the shop.  

SLO MakerSpace lives and breathes in thanks not only to our community partners and you, our members, but also to the hearts and efforts of our volunteer directors and able staff. This grassroots, one-of-a-kind creative space has been part of San Luis Obispo since 2012. 

Most of us are volunteers and this is our passion project! We are committed to helping you gain access to the tools and making spaces that you need to literally bring your dreams to life and we ask that you join us from a place of positivity and kindness. We are grateful for our community! "
